ID,Start Position X,Start Position Y,Start Position Z,End Position X,End Position Y,End Position Z,Type,Time Spent,Simulation
0,(-13.1, 1.5, -10.1),(-41.3, 1.5, 26.3),NonCAV,5,93
0,(-13.1, 1.5, -10.1),(-41.3, 1.5, 26.3),NonCAV,6,95
0,(-13.1, 1.5, -10.1),(-41.3, 1.5, 26.3),NonCAV,8,4
0,(-13.1, 1.5, -10.1),(-41.3, 1.5, 26.3),NonCAV,9,80
0,(-13.1, 1.5, -10.1),(-41.3, 1.5, 26.3),NonCAV,14,24
0,(-13.1, 1.5, -10.1),(-41.3, 1.5, 26.3),NonCAV,16,75
0,(-13.1, 1.5, -10.1),(-41.3, 1.5, 26.3),NonCAV,31,49
0,(-13.1, 1.5, -10.1),(-41.3, 1.5, 26.3),NonCAV,33,7
0,(-13.1, 1.5, -10.1),(-41.3, 1.5, 26.3),NonCAV,37,67
0,(-13.1, 1.5, -10.1),(-41.3, 1.5, 26.3),NonCAV,41,19
0,(-13.1, 1.5, -10.1),(-41.3, 1.5, 26.3),NonCAV,44,74
0,(-13.1, 1.5, -10.1),(-41.3, 1.5, 26.3),NonCAV,47,85
0,(-13.1, 1.5, -10.1),(-41.3, 1.5, 26.3),NonCAV,51,23
0,(-13.1, 1.5, -10.1),(-41.3, 1.5, 26.3),NonCAV,57,24
0,(-13.1, 1.5, -10.1),(-41.3, 1.5, 26.3),NonCAV,58,60
0,(-13.1, 1.5, -10.1),(-41.3, 1.5, 26.3),NonCAV,69,42
0,(-13.1, 1.5, -10.1),(-41.3, 1.5, 26.3),NonCAV,73,9
0,(-13.1, 1.5, -10.1),(-41.3, 1.5, 26.3),NonCAV,76,54
0,(-13.1, 1.5, -10.1),(-41.3, 1.5, 26.3),NonCAV,78,58
0,(-13.1, 1.5, -10.1),(-41.3, 1.5, 26.3),NonCAV,91,89
0,(-13.1, 1.5, -10.1),(-41.3, 1.5, 26.3),NonCAV,93,35
0,(-13.1, 1.5, -10.1),(-41.3, 1.5, 26.3),NonCAV,96,85
